company,title,location,link,job_posted,category,source,description
Accenture,Projektmanager Softwareentwicklung (all genders),"München, München (Kreis)",https://www.adzuna.de/details/4561831023?utm_medium=api&utm_source=16b1dafa,2024-02-07 21:02:41+00:00,"Mit deiner Hilfe gestalten wir die Luft- und Raumfahrt von Morgen: Meistere mit uns erfolgsentscheidende Projekte im Bereich Luftfahrt & trage maßgeblich dazu bei, für das digitale Zeitalter in Deutschland gerüstet zu sein. Deine Mission Als Projektmanager hast Du die Aufgabe, agile Softwareprojekte zu planen, zu koordinieren und erfolgreich abzuschließen. Hierbei arbeitest Du eng mit deinem Team und den Kunden zusammen, um so einen optimalen Ressourceneinsatz zu gewährleisten. Bei Accenture ge…",Unknown,Adzuna
ProSiebenSat.1 Media SE,Praktikum Sales Analytics & Business Intelligence (m/w/d),"München, München (Kreis)",https://www.adzuna.de/details/4557875107?utm_medium=api&utm_source=16b1dafa,2024-02-05 11:14:07+00:00," Unternehmensbeschreibung: Wir freuen uns auf deine Bewerbung Bewirb dich innerhalb von 5 Minuten über unser Jobportal oder nutze die Möglichkeit zur Videobewerbung. Dein Profil passt nicht zu 100%? Kein Problem, bewirb dich gerne trotzdem Wir unterstützen deine fachliche & persönliche Weiterentwicklung on the job. Mehr zu unserem Bewerbungsprozess findest du [hier](https://karriere.prosiebensat1.com/deine-bewerbung). Bitte beachte, dass wir aus datenschutzrechtlichen Gründen keine Bewerbungen …",Unknown,Adzuna
UnternehmerTUM,Werkstudent_in (m/w/d) Legal Tech Colab,"Maxvorstadt, München",https://www.adzuna.de/details/4534490218?utm_medium=api&utm_source=16b1dafa,2024-01-20 12:59:58+00:00,"Über uns Das Legal Tech Colab ist der Hub für Start-ups in der Rechtsbranche. Unsere Gründungsteams sollen mit ihren innovativen Geschäftsmodellen maßgeblich dazu beitragen, Lösungen für rechtliche Herausforderungen durch neue Technologien einfacher, besser, schneller und für alle zugänglich zu machen. Wir sind überzeugt, dass generative KI der Wegbereiter für diese Disruption sein wird, und unterstützen unsere Start-ups deshalb mit allem, was sie benötigen, um ihre Visionen Realität werden zu …",Unknown,Adzuna
PUBLICIS GROUPE,Director Product Management Retail,"München, München (Kreis)",https://www.adzuna.de/details/4532443927?utm_medium=api&utm_source=16b1dafa,2024-01-19 10:25:01+00:00,"Company Description Als Partner für digitale Business Transformation begleitet Publicis Sapient Unternehmen auf ihrem Weg in die digitale Zukunft. Wir helfen, digitale Fähigkeiten zu aktivieren und kontinuierlich wachsenden Kundenerwartungen bestmöglich zu entsprechen. Mit unserer Start-up-Mentalität und innovativen Methodik eröffnen wir Unternehmen neue Wertschöpfungs- und Wachstumspotenziale. Dazu verbinden wir Strategie, Beratung und Customer Experience mit agilem Engineering und kreativer P…",Unknown,Adzuna
Munich Re,Intern Data Projects for Specialty Reinsurance Solutions (m/f/d),"München, München (Kreis)",https://www.adzuna.de/details/4564034882?utm_medium=api&utm_source=16b1dafa,2024-02-09 17:08:20+00:00,"Participate in several data analytic projects with a significant impact (e.g., indexation methodology, market model developments). Optimize, improve, and maintain existing analytical tools and Power BI Dashboards. Optimize, improve, and maintain existing analytical tools and Power BI Dashboards. Maintain and improve existing actuarial methods as well as develop new ones. Your Profile Student in their Master studies with a quantitative or programming focus (IT, Mathematics, Statistics, Data Scie…",Unknown,Adzuna
Accenture,Data Analyst (all genders),"München, München (Kreis)",https://www.adzuna.de/details/4555316566?utm_medium=api&utm_source=16b1dafa,2024-02-02 21:02:47+00:00,"LI-EU Wenn du eine Sache kannst, dann ist es Daten in wertvolle Insights zu verwandeln? It's a match Mach die Erfolge unserer Kunden messbar und hilf ihnen, ihr Business voranzutreiben. Deine Mission Als Data Analyst schlägt dein Herz für aussagekräftige Daten und ihre passenden Analysen. Perfekt, denn bei uns betreust du namhafte Unternehmen rund um den Globus und unterstützt sie dabei, ihre Zielgruppen nicht nur zu verstehen, sondern zu begeistern. Dein Anspruch: komplexe Daten so aufzubereit…",Unknown,Adzuna
Infineon Technologies,Working student: HR - Organization Effectiveness (f/m/div),"München, München (Kreis)",https://www.adzuna.de/details/4545969885?utm_medium=api&utm_source=16b1dafa,2024-01-26 19:07:22+00:00,"Are you passionate about understanding an international organization from within? Are you interested in change management, communication and what are the requirements for different stakeholders? Do you have a passion for data, tools, organizational structures and their interdependencies, while possessing a profound dedication for people topics? As a working student of our Organization Management Project Workstream at Infineon, you support us unlocking the full potential of organizational struct…",Unknown,Adzuna
EXPERTEER GmbH,Customer Marketing Team Lead (m/f/x),"Altstadt-Lehel, München",https://www.adzuna.de/details/4547233754?utm_medium=api&utm_source=16b1dafa,2024-01-27 22:42:56+00:00,"Experteer is a leading international online career service for senior professionals. Our premium career portal enables executives to actively develop their careers with access to over 1,000,000 selected top positions on the senior-level job market as well as exclusive headhunter mandates. The two-sided marketplace allows certified headhunters and recruiters to make discreet contact with executives who are ready to make their next career move.From its headquarters in the heart of Munich, Experte…","Stellen aus PR, Werbung & Marketing",Adzuna
Accenture,"Entwickler Digitalisierung / Digital Twin (all genders) - Entwicklung, IT","München, München (Kreis)",https://www.adzuna.de/details/4565804735?utm_medium=api&utm_source=16b1dafa,2024-02-12 11:16:38+00:00,"JOB NO. R00125761 Jobbeschreibung Du suchst das Besondere, das Spezielle, das Wow-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-…",Technikerstellen,Adzuna
BMW Group,Intern Artificial Intelligence and Machine Learning (f/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4545965196?utm_medium=api&utm_source=16b1dafa,2024-01-26 19:06:56+00:00,"SOME IT WORKS. SOME CHANGES WHAT'S POSSIBLE. SHARE YOUR PASSION. More than 90% of automotive innovations are based on electronics and software. That's why creative freedom and lateral thinking are so important in the pursuit of truly novel solutions. And that's why our experts will treat you as part of the team from day one, encourage you to bring your own ideas to the table - and give you the opportunity to really show what you can do. Description We, the BMW Group, offer you an interesting an…",Verwaltungsstellen,Adzuna
Autoscout24,Senior Manager Commercial Strategy & Growth (f/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4549097270?utm_medium=api&utm_source=16b1dafa,2024-01-29 19:19:45+00:00,"A career driven by you. Join AutoScout24 Group and experience life in the fast lane. We're not just leading the market; we're creating it. We're constantly innovating, evolving and transforming things for our customers. We're driven, ambitious and determined to do our best work, together. For a career that doesn't stand still, where you can put your ideas in the driving seat and change the way the world moves, join our international community. What you'll do: As Senior Manager Commercial Strate…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
Tagueri AG,Junior Consultant System Architect (m/w/d),"Feldmoching-Hasenbergl, München",https://www.adzuna.de/details/4554425362?utm_medium=api&utm_source=16b1dafa,2024-02-02 13:13:31+00:00,"Warum zu uns Weil der „Wir-Gedanke“ bei uns gelebt wird. Wir sind davon überzeugt, dass die Basis unseres Erfolges auf dem Engagement und der Leidenschaft jedes einzelnen Menschen bei uns beruht. Doch nur das Miteinander – ein „Wir“ in unseren Teams und mit unseren Kunden – macht uns stark und bringt unsere Arbeit auf Topniveau. Bei uns ist jeder Mensch nicht eine bloße Zahl auf dem Papier, sondern eine Persönlichkeit mit eigenen Vorstellungen und Zielen. Wir bieten Ihnen die Chance, mit uns Ih…",Unknown,Adzuna
Tagueri AG,Senior Consultant System Architect (m/w/d),"Feldmoching-Hasenbergl, München",https://www.adzuna.de/details/4554421799?utm_medium=api&utm_source=16b1dafa,2024-02-02 13:13:05+00:00,"Warum zu uns Weil der „Wir-Gedanke“ bei uns gelebt wird. Wir sind davon überzeugt, dass die Basis unseres Erfolges auf dem Engagement und der Leidenschaft jedes einzelnen Menschen bei uns beruht. Doch nur das Miteinander – ein „Wir“ in unseren Teams und mit unseren Kunden – macht uns stark und bringt unsere Arbeit auf Topniveau. Bei uns ist jeder Mensch nicht eine bloße Zahl auf dem Papier, sondern eine Persönlichkeit mit eigenen Vorstellungen und Zielen. Sie tragen bei uns mit hoher Eigenveran…",Unknown,Adzuna
BMW Group,Internship in the area of Artificial Intelligence and Machine Learning (f/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4532443620?utm_medium=api&utm_source=16b1dafa,2024-01-19 10:24:59+00:00,"THE FUTURE WILL NEVER SIMPLY WORK IN THEORY. SHARE YOUR PASSION. World-leading technologies don't make it into a BMW until they've undergone one of the most challenging journeys imaginable. It takes dynamic teams with outstanding technical skills to take them from the drawing board to the road. That's why our experts will treat you as part of the team from day one, encourage you to bring your own ideas to the table - and give you the opportunity to really show what you can do. Description We, t…",Verwaltungsstellen,Adzuna
Alexander Thamm GmbH,Werkstudent:in für Abschlussarbeit im Bereich Data-Driven Projekt Management (m/w/d),"Moosach, München",https://www.adzuna.de/details/4538453635?utm_medium=api&utm_source=16b1dafa,2024-01-23 13:10:00+00:00,"Startdatum Wir suchen Dich ab sofort für eine Abschlussarbeit an einem unserer deutschen Standorte in München, Stuttgart, Leipzig, Berlin, Köln oder Frankfurt am Main  Deine Aufgaben Data und AI gestalten unseren Alltag. Im Rahmen dieser Abschlussarbeit soll das Konzept des Data-Driven Projekt Managements (DDPM) umfassend untersucht werden. DDPM stellt eine innovative Herangehensweise im Projekt Management dar, die sich von herkömmlichen Methoden unterscheidet. Ziel ist es, die Vorteile von DDP…",Unknown,Adzuna
PUBLICIS GROUPE,Senior DevOps Engineer (all genders),"München, München (Kreis)",https://www.adzuna.de/details/4564887921?utm_medium=api&utm_source=16b1dafa,2024-02-10 17:06:12+00:00,"Company Description Company Description Publicis Sapient is a digital transformation partner helping established organizations get digitally enabled, both in the way they work and how they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting, and customer experience with agile engineering and problem-solving creativity. As digital pioneers with 20,000 people and 53 offices worldwide, our experience spanning technology, data scien…",Verwaltungsstellen,Adzuna
BMW Group,Master Thesis Car Architecture Development and Geometric Car Design (f/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4549097717?utm_medium=api&utm_source=16b1dafa,2024-01-29 19:19:47+00:00,"THE FUTURE WILL NEVER SIMPLY WORK IN THEORY. SHARE YOUR PASSION. World-leading technologies don't make it into a BMW until they've undergone one of the most challenging journeys imaginable. It takes dynamic teams with outstanding technical skills to take them from the drawing board to the road. That's why our experts will treat you as part of the team from day one, encourage you to bring your own ideas to the table - and give you the opportunity to really show what you can do. Description We, t…",IT-Stellen,Adzuna
Amazon,"Sr. DSP Insights Manager, Delivery Service Partners (DSP)","München, München (Kreis)",https://www.adzuna.de/details/4565055482?utm_medium=api&utm_source=16b1dafa,2024-02-10 21:05:14+00:00,"Description At Amazon, we're working to be the most customer-centric company on earth. One customer experience that we're constantly taking to new levels is how we fulfill and deliver customers' orders. Our goal is to delight our customers by delivering their packages quickly and accurately, anywhere in the world. To meet this goal, Amazon is continually striving to innovate and provide best-in-class service levels by pioneering new products and services in the last mile delivery space. Come jo…",Unknown,Adzuna
Cobrainer GmbH,Working Student Data Maintenance (all genders),"Altstadt-Lehel, München",https://www.adzuna.de/details/4552390254?utm_medium=api&utm_source=16b1dafa,2024-02-01 13:11:53+00:00,"DEIN NEUER JOB Bereit für den Start in deine spannende Data-Reise? Bei uns bekommst du die einzigartige Chance, in die Welt der Daten einzutauchen, selbst wenn du noch keine Erfahrung damit hast. Unser innovatives Team steht bereit, dich zu unterstützen und dir alle notwendigen Fähigkeiten beizubringen, um in dieser aufstrebenden Branche erfolgreich zu sein. Werde Teil unseres dynamischen Startups und entdecke die vielfältigen Möglichkeiten, die die Data-Welt zu bieten hat? Du wirst in einem ag…",Unknown,Adzuna
Processand GmbH,Consultant,"Ludwigsvorstadt-Isarvorstadt, München",https://www.adzuna.de/details/4552393009?utm_medium=api&utm_source=16b1dafa,2024-02-01 13:12:24+00:00,Your mission Don’t wait for change – be it As a Business Process Consultant you will be responsible for driving projects that focus on bringing transparency and added-value to our customers' digital business processes. You will focus on generating meaningful and innovative solutions to improve the most critical metrics that keep our customers ahead of the competition. What your Role will look like: Engage with customers and prospects in understanding their business goals. Adapt the value adding…,Unknown,Adzuna
Airbus,Praktikant (d/m/w) für unser Reinraummanagement (Team Digital Services) im Bereich optische Instrumente für Erdbeobachtungsatelliten,"Haar, München (Kreis)",https://www.adzuna.de/details/4564532275?utm_medium=api&utm_source=16b1dafa,2024-02-10 11:11:02+00:00,"Job Description: Zur Unterstützung des Digital Services Teams, sucht Airbus Defence and Space einen Praktikant (d/m/w) für unser Reinraummanagement (Team Digital Services) im Bereich optische Instrumente für Erdbeobachtungsatelliten Du bist auf der Suche nach einem Praktikum und möchtest die Arbeit eines Digital Service Administrators (d/m/w) kennenlernen? Dann bewirb dich jetzt Wir freuen uns, wenn du uns im Digital Services Team als Praktikant (d/m/w) unterstützt · Standort: Taufkirchen/Ottob…",Stellen für Hochschulabsolventen,Adzuna
